"Sanctioned Budget Additionality, Saving and Revised (full FY) with Expenditure FROM [ 01/04/2018 ] TO [ 31/03/2022 ]"
As Per Selected Query Demand and HOA Wise Summary [in Rupees]
DmdCd,HOA,"Sanction Budget
(April)",Addition,Saving,"Revised Budget
(A)","Expenditure
(within selected period) (B)","Balance
(A-B)"
,32-2202-01-789-08-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2202-01-789-08-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2202-01-789-11-S00N-01-P-V-SALARIES,64476000.00,0.00,50728000.00,13748000.00,4233377.00,9514623.00
,32-2202-01-789-11-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),66000000.00,0.00,0.00,66000000.00,4709234.00,61290766.00
,32-2202-01-789-12-S00N-20-P-V-OTHER CHARGES,31100000.00,0.00,0.00,31100000.00,27652100.00,3447900.00
,32-2202-01-789-12-S00N-33-P-V-MATERIAL AND SUPPLY,54200000.00,0.00,13300000.00,40900000.00,40856588.00,43412.00
,"32-2202-01-789-13-C00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",6000000.00,0.00,3000000.00,3000000.00,0.00,3000000.00
,32-2202-01-789-15-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),68530000.00,0.00,41471000.00,27059000.00,23487593.00,3571407.00
,32-2202-01-789-16-S00N-01-P-V-SALARIES,31820000.00,0.00,3578000.00,28242000.00,33562594.00,-5320594.00
,32-2202-01-789-16-S00N-03-P-V-TRAVEL EXPENSES,100000.00,0.00,0.00,100000.00,4080.00,95920.00
,32-2202-01-789-16-S00N-05-P-V-OFFICE EXPENSES,525000.00,0.00,0.00,525000.00,512831.00,12169.00
,32-2202-01-789-16-S00N-06-P-V-MEDICAL REIMBURSEMENT,735000.00,0.00,0.00,735000.00,455773.00,279227.00
,32-2202-01-789-17-S00N-21-P-V-MAINTENANCE,57330000.00,0.00,0.00,57330000.00,51608956.00,5721044.00
,32-2202-01-789-18-S00N-99-P-V-HONORARIUM,3000000.00,0.00,1612000.00,1388000.00,514850.00,873150.00
,32-2202-01-789-19-C90N-41-P-V-GRANTS-IN-AID GENERAL (Salary),996800000.00,0.00,0.00,996800000.00,800951920.00,195848080.00
,32-2202-01-789-19-S10N-41-P-V-GRANTS-IN-AID GENERAL (Salary),110600000.00,0.00,0.00,110600000.00,88994910.00,21605090.00
,32-2202-01-789-21-C90N-41-N-V-GRANTS-IN-AID GENERAL (Salary),100000.00,191913000.00,0.00,192013000.00,131624000.00,60389000.00
,32-2202-01-789-21-S10N-41-N-V-GRANTS-IN-AID GENERAL (Salary),100000.00,21235000.00,0.00,21335000.00,14624000.00,6711000.00
,32-2202-01-789-22-S00N-20-N-V-OTHER CHARGES,100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2202-01-789-23-S00N-20-N-V-OTHER CHARGES,3000000.00,0.00,0.00,3000000.00,0.00,3000000.00
,32-2202-01-789-24-S00N-33-N-V-MATERIAL AND SUPPLY,8000000.00,0.00,6000000.00,2000000.00,0.00,2000000.00
,32-2202-01-789-25-S00N-33-N-V-MATERIAL AND SUPPLY,37800000.00,0.00,0.00,37800000.00,37799999.00,1.00
,32-2202-02-789-02-S00N-01-P-V-SALARIES,148946000.00,0.00,11000000.00,137946000.00,131209816.00,6736184.00
,32-2202-02-789-02-S00N-02-P-V-WAGES,550000.00,0.00,200000.00,350000.00,235025.00,114975.00
,32-2202-02-789-02-S00N-03-P-V-TRAVEL EXPENSES,300000.00,0.00,100000.00,200000.00,45974.00,154026.00
,32-2202-02-789-02-S00N-05-P-V-OFFICE EXPENSES,525000.00,0.00,0.00,525000.00,330076.00,194924.00
,32-2202-02-789-02-S00N-06-P-V-MEDICAL REIMBURSEMENT,500000.00,0.00,0.00,500000.00,463928.00,36072.00
,32-2202-02-789-02-S00N-31-P-V-MACHINERY & EQUIPMENT,100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2202-02-789-02-S00N-33-P-V-MATERIAL AND SUPPLY,5000000.00,45866000.00,0.00,50866000.00,50865998.00,2.00
,"32-2202-02-789-02-S00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",10000000.00,22272000.00,0.00,32272000.00,32272000.00,0.00
,32-2202-02-789-02-S00N-63-P-V-SUBSIDY,5000000.00,0.00,0.00,5000000.00,5000000.00,0.00
,32-2202-02-789-02-S00N-64-P-V-TRANSFER EXPENSES,100000.00,0.00,80000.00,20000.00,2149.00,17851.00
,32-2202-02-789-12-S00N-20-P-V-OTHER CHARGES,63000000.00,0.00,0.00,63000000.00,63000000.00,0.00
,"32-2202-02-789-16-C00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",60500000.00,0.00,60500000.00,0.00,0.00,0.00
,"32-2202-02-789-16-C90N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",0.00,54450000.00,0.00,54450000.00,20600000.00,33850000.00
,"32-2202-02-789-16-S10N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",0.00,6050000.00,0.00,6050000.00,6050000.00,0.00
,32-2202-02-789-20-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),28600000.00,0.00,21000000.00,7600000.00,7500982.00,99018.00
,32-2202-02-789-21-S00N-33-P-V-MATERIAL AND SUPPLY,37800000.00,0.00,9697000.00,28103000.00,28102934.00,66.00
,32-2202-02-789-22-S00N-05-P-V-OFFICE EXPENSES,2500000.00,0.00,0.00,2500000.00,2500000.00,0.00
,32-2202-02-789-24-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),469200000.00,0.00,121000000.00,348200000.00,352226000.00,-4026000.00
,32-2202-02-789-24-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),52100000.00,0.00,14905000.00,37195000.00,39136000.00,-1941000.00
,32-2202-02-789-25-S00N-20-P-V-OTHER CHARGES,126000000.00,0.00,0.00,126000000.00,126000000.00,0.00
,32-2202-02-789-26-S00N-33-P-V-MATERIAL AND SUPPLY,5000000.00,0.00,0.00,5000000.00,4976630.00,23370.00
,32-2202-02-789-27-S00N-05-N-V-OFFICE EXPENSES,180000.00,0.00,0.00,180000.00,180000.00,0.00
,32-2202-02-789-27-S00N-33-P-V-MATERIAL AND SUPPLY,1620000.00,0.00,0.00,1620000.00,1599125.00,20875.00
,32-2202-02-789-28-S00N-05-N-V-OFFICE EXPENSES,8590000.00,0.00,0.00,8590000.00,8538800.00,51200.00
,32-2202-02-789-28-S00N-20-N-V-OTHER CHARGES,3435000.00,0.00,310000.00,3125000.00,3213970.00,-88970.00
,32-2202-02-789-28-S00N-33-N-V-MATERIAL AND SUPPLY,41235000.00,0.00,694000.00,40541000.00,40552020.00,-11020.00
,32-2202-02-789-28-S00N-36-N-V-MINOR WORKS,22340000.00,0.00,0.00,22340000.00,21928211.00,411789.00
,"32-2202-02-789-29-S00N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",9400000.00,0.00,0.00,9400000.00,9400000.00,0.00
,32-2202-02-789-30-S00N-20-N-V-OTHER CHARGES,12600000.00,0.00,5500000.00,7100000.00,7100000.00,0.00
,32-2202-02-789-31-S00N-20-N-V-OTHER CHARGES,2800000.00,0.00,1035000.00,1765000.00,1765000.00,0.00
,32-2202-03-789-01-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),318670000.00,0.00,0.00,318670000.00,318670000.00,0.00
,32-2202-03-789-04-C00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,0.00,1012440.00,0.00,1012440.00,1012440.00,0.00
,"32-2202-03-789-04-C60N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",0.00,342800000.00,0.00,342800000.00,112500000.00,230300000.00
,"32-2202-03-789-04-C90N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",342800000.00,0.00,342800000.00,0.00,0.00,0.00
,32-2202-03-789-04-S40N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,1000.00,0.00,1000.00,0.00,1000.00
,32-2202-03-789-05-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),47600000.00,0.00,0.00,47600000.00,26068745.00,21531255.00
,32-2202-03-789-05-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),5300000.00,0.00,0.00,5300000.00,2896527.00,2403473.00
,32-2202-03-789-06-S00N-05-P-V-OFFICE EXPENSES,7875000.00,0.00,0.00,7875000.00,6607972.00,1267028.00
,32-2202-03-789-06-S00N-31-P-V-MACHINERY & EQUIPMENT,5000000.00,0.00,3366000.00,1634000.00,1566118.00,67882.00
,32-2202-03-789-06-S00N-33-P-V-MATERIAL AND SUPPLY,7500000.00,0.00,0.00,7500000.00,7062740.00,437260.00
,32-2202-03-789-07-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),16720000.00,0.00,0.00,16720000.00,16720000.00,0.00
,32-2202-03-789-07-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),7500000.00,0.00,0.00,7500000.00,7500000.00,0.00
,32-2202-03-789-07-S00N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,2500000.00,0.00,0.00,2500000.00,2500000.00,0.00
,32-2202-03-789-08-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,32-2202-03-789-09-S00N-33-P-V-MATERIAL AND SUPPLY,3800000.00,0.00,0.00,3800000.00,2960705.00,839295.00
,32-2202-03-789-10-S00N-05-N-V-OFFICE EXPENSES,130000.00,0.00,0.00,130000.00,130000.00,0.00
,32-2202-03-789-10-S00N-33-P-V-MATERIAL AND SUPPLY,1170000.00,0.00,0.00,1170000.00,1170000.00,0.00
,32-2202-03-789-11-S00N-05-N-V-OFFICE EXPENSES,10342000.00,0.00,268000.00,10074000.00,9646201.00,427799.00
,32-2202-03-789-11-S00N-20-N-V-OTHER CHARGES,9080000.00,0.00,1414000.00,7666000.00,7583907.00,82093.00
,32-2202-03-789-11-S00N-33-N-V-MATERIAL AND SUPPLY,14528000.00,691000.00,0.00,15219000.00,14877093.00,341907.00
,32-2202-03-789-11-S00N-36-N-V-MINOR WORKS,11350000.00,991000.00,0.00,12341000.00,12166340.00,174660.00
,32-2202-04-789-01-C90N-41-N-V-GRANTS-IN-AID GENERAL (Salary),9000000.00,0.00,9000000.00,0.00,0.00,0.00
,32-2202-04-789-01-C90N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,4518000.00,0.00,4518000.00,4518000.00,0.00
,32-2202-04-789-01-S10N-41-N-V-GRANTS-IN-AID GENERAL (Salary),1000000.00,0.00,1000000.00,0.00,0.00,0.00
,32-2202-04-789-01-S10N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,502000.00,0.00,502000.00,502000.00,0.00
,32-2203-00-789-02-S00N-33-P-V-MATERIAL AND SUPPLY,2000000.00,0.00,0.00,2000000.00,2000000.00,0.00
,"32-2203-00-789-02-S00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",3000000.00,0.00,2443000.00,557000.00,556800.00,200.00
,32-2203-00-789-02-S00N-99-P-V-HONORARIUM,500000.00,0.00,0.00,500000.00,230000.00,270000.00
,32-2204-00-789-02-S00N-20-P-V-OTHER CHARGES,1500000.00,0.00,0.00,1500000.00,1500000.00,0.00
,32-2204-00-789-03-S00N-36-P-V-MINOR WORKS,20000000.00,0.00,20000000.00,0.00,0.00,0.00
,32-2205-00-789-02-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),3000000.00,0.00,0.00,3000000.00,2963650.00,36350.00
,32-2205-00-789-03-S00N-20-P-V-OTHER CHARGES,27000000.00,0.00,0.00,27000000.00,26557155.00,442845.00
,32-2210-03-789-01-S00N-01-P-V-SALARIES,84979000.00,0.00,0.00,84979000.00,60352196.00,24626804.00
,32-2210-03-789-01-S00N-02-P-V-WAGES,2197000.00,0.00,0.00,2197000.00,1517660.00,679340.00
,32-2210-03-789-01-S00N-03-P-V-TRAVEL EXPENSES,799000.00,0.00,0.00,799000.00,653301.00,145699.00
,32-2210-03-789-01-S00N-05-P-V-OFFICE EXPENSES,2795000.00,0.00,0.00,2795000.00,2289261.00,505739.00
,32-2210-03-789-01-S00N-06-P-V-MEDICAL REIMBURSEMENT,1118000.00,0.00,0.00,1118000.00,868583.00,249417.00
,32-2210-03-789-01-S00N-30-P-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),1997000.00,0.00,0.00,1997000.00,1851949.00,145051.00
,32-2210-03-789-01-S00N-33-P-V-MATERIAL AND SUPPLY,59877000.00,0.00,0.00,59877000.00,36334437.00,23542563.00
,32-2210-03-789-01-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),9317000.00,0.00,0.00,9317000.00,836857.00,8480143.00
,32-2210-03-789-01-S00N-64-P-V-TRANSFER EXPENSES,133000.00,0.00,0.00,133000.00,19818.00,113182.00
,32-2210-03-789-03-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,32-2210-03-789-04-C90N-41-P-V-GRANTS-IN-AID GENERAL (Salary),328308000.00,0.00,0.00,328308000.00,257000000.00,71308000.00
,32-2210-03-789-04-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),659692000.00,0.00,2500000.00,657192000.00,519700000.00,137492000.00
,32-2210-03-789-04-C90N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,120000000.00,0.00,500000.00,119500000.00,67400000.00,52100000.00
,32-2210-03-789-04-S00N-99-P-V-HONORARIUM,81200000.00,0.00,0.00,81200000.00,81200000.00,0.00
,32-2210-03-789-04-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),144400000.00,0.00,0.00,144400000.00,144400000.00,0.00
,32-2210-04-789-01-S00N-01-N-V-SALARIES,132381000.00,0.00,19735000.00,112646000.00,112463723.00,182277.00
,32-2210-04-789-01-S00N-02-N-V-WAGES,2200000.00,0.00,965000.00,1235000.00,1230076.00,4924.00
,32-2210-04-789-01-S00N-03-N-V-TRAVEL EXPENSES,50000.00,0.00,0.00,50000.00,49302.00,698.00
,32-2210-04-789-01-S00N-05-N-V-OFFICE EXPENSES,5250000.00,0.00,0.00,5250000.00,5185582.00,64418.00
,32-2210-04-789-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,1050000.00,0.00,34000.00,1016000.00,1007178.00,8822.00
,32-2210-04-789-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),2600000.00,0.00,94000.00,2506000.00,2440508.00,65492.00
,32-2210-04-789-01-S00N-33-N-V-MATERIAL AND SUPPLY,10500000.00,0.00,0.00,10500000.00,10490376.00,9624.00
,32-2210-04-789-02-S00N-01-N-V-SALARIES,2203000.00,0.00,0.00,2203000.00,2432257.00,-229257.00
,32-2210-04-789-02-S00N-05-N-V-OFFICE EXPENSES,79000.00,0.00,0.00,79000.00,78998.00,2.00
,32-2210-04-789-02-S00N-33-N-V-MATERIAL AND SUPPLY,200000.00,0.00,0.00,200000.00,200000.00,0.00
,32-2210-04-789-02-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),946000.00,0.00,0.00,946000.00,946000.00,0.00
,32-2210-04-789-03-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),18300000.00,15962000.00,0.00,34262000.00,34262000.00,0.00
,32-2210-04-789-03-C90N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,1000000.00,20140000.00,0.00,21140000.00,21140000.00,0.00
,32-2210-04-789-03-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),2100000.00,0.00,0.00,2100000.00,0.00,2100000.00
,32-2210-05-789-02-C90N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2210-05-789-02-S10N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2210-05-789-03-S00N-33-P-V-MATERIAL AND SUPPLY,1500000.00,0.00,0.00,1500000.00,1500000.00,0.00
,"32-2210-05-789-03-S00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",30000000.00,0.00,0.00,30000000.00,30000000.00,0.00
,32-2210-05-789-03-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),1200000.00,0.00,0.00,1200000.00,1200000.00,0.00
,32-2210-05-789-05-S00N-31-P-V-MACHINERY & EQUIPMENT,1120000.00,0.00,0.00,1120000.00,1120000.00,0.00
,32-2210-05-789-05-S00N-33-P-V-MATERIAL AND SUPPLY,7500000.00,0.00,0.00,7500000.00,7497679.00,2321.00
,"32-2210-05-789-05-S00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",28380000.00,0.00,0.00,28380000.00,28352376.00,27624.00
,32-2210-05-789-05-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),5800000.00,0.00,0.00,5800000.00,5800000.00,0.00
,32-2210-05-789-06-C90N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2210-05-789-06-S00N-31-P-V-MACHINERY & EQUIPMENT,5600000.00,0.00,0.00,5600000.00,5599994.00,6.00
,32-2210-05-789-06-S10N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,2600000.00,0.00,0.00,2600000.00,0.00,2600000.00
,32-2210-05-789-07-S00N-31-P-V-MACHINERY & EQUIPMENT,500000.00,0.00,0.00,500000.00,500000.00,0.00
,32-2210-05-789-07-S00N-33-P-V-MATERIAL AND SUPPLY,9600000.00,0.00,0.00,9600000.00,0.00,9600000.00
,32-2210-05-789-07-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),8800000.00,0.00,0.00,8800000.00,8800000.00,0.00
,32-2210-05-789-08-S00N-31-P-V-MACHINERY & EQUIPMENT,1000000.00,0.00,0.00,1000000.00,0.00,1000000.00
,32-2210-05-789-08-S00N-33-P-V-MATERIAL AND SUPPLY,18000000.00,0.00,0.00,18000000.00,17993789.00,6211.00
,32-2210-05-789-08-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),6200000.00,0.00,0.00,6200000.00,6200000.00,0.00
,32-2210-05-789-09-S00N-31-P-V-MACHINERY & EQUIPMENT,500000.00,0.00,0.00,500000.00,65856.00,434144.00
,32-2210-05-789-09-S00N-33-P-V-MATERIAL AND SUPPLY,14000000.00,0.00,0.00,14000000.00,14000000.00,0.00
,32-2210-05-789-09-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),9900000.00,0.00,0.00,9900000.00,0.00,9900000.00
,"32-2210-05-789-10-S00N-40-P-V-SCHOLARSHIPS,STIPENDS&CONCESS.",7500000.00,0.00,0.00,7500000.00,5581582.00,1918418.00
,32-2210-05-789-11-S00N-41-P-V-GRANTS-IN-AID GENERAL (Salary),2420000.00,0.00,0.00,2420000.00,2420000.00,0.00
,32-2210-05-789-11-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),20500000.00,0.00,0.00,20500000.00,20500000.00,0.00
,32-2210-05-789-11-S00N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,2500000.00,0.00,0.00,2500000.00,2500000.00,0.00
,32-2210-06-789-01-C00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,32-2210-06-789-02-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,32-2210-06-789-02-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,32-2210-06-789-03-S00N-20-N-V-OTHER CHARGES,5000000.00,0.00,0.00,5000000.00,2319202.00,2680798.00
,32-2210-06-789-04-S00N-20-N-V-OTHER CHARGES,37800000.00,0.00,0.00,37800000.00,35528149.00,2271851.00
,32-2210-06-789-05-S00N-33-N-V-MATERIAL AND SUPPLY,37800000.00,0.00,0.00,37800000.00,28401603.00,9398397.00
,32-2210-06-789-06-S00N-20-N-V-OTHER CHARGES,12600000.00,0.00,0.00,12600000.00,12600000.00,0.00
,32-2210-06-789-07-S00N-20-N-V-OTHER CHARGES,214100000.00,0.00,0.00,214100000.00,214100000.00,0.00
,32-2210-06-789-08-S00N-20-N-V-OTHER CHARGES,90700000.00,0.00,0.00,90700000.00,88412846.00,2287154.00
,32-2210-06-789-09-S00N-20-N-V-OTHER CHARGES,12600000.00,0.00,12600000.00,0.00,0.00,0.00
,32-2210-06-789-10-C90N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,0.00,15600000.00,0.00,15600000.00,15600000.00,0.00
,32-2210-06-789-10-S10N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,0.00,1734000.00,0.00,1734000.00,1734000.00,0.00
,32-2211-00-789-02-C20N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,32-2211-00-789-02-S80N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2211-00-789-03-C00N-01-P-V-SALARIES,33400000.00,0.00,0.00,33400000.00,19332684.00,14067316.00
,32-2211-00-789-04-C00N-01-P-V-SALARIES,190300000.00,0.00,0.00,190300000.00,115415859.00,74884141.00
,32-2211-00-789-05-C00N-01-P-V-SALARIES,19100000.00,0.00,0.00,19100000.00,8773582.00,10326418.00
,32-2211-00-789-06-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),13900000.00,0.00,0.00,13900000.00,13900000.00,0.00
,32-2211-00-789-07-C90N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,2500000.00,0.00,2500000.00,800000.00,1700000.00
,32-2211-00-789-07-C90N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,0.00,500000.00,0.00,500000.00,0.00,500000.00
,32-2211-00-789-07-S10N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,1000.00,0.00,1000.00,0.00,1000.00
,32-2215-01-789-02-S00N-70-P-V-ENERGY CHARGES,40000000.00,0.00,0.00,40000000.00,39433818.00,566182.00
,32-2215-02-789-02-S00N-21-P-V-MAINTENANCE,50300000.00,0.00,0.00,50300000.00,0.00,50300000.00
,32-2216-03-789-04-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),52700000.00,0.00,50000.00,52650000.00,52650000.00,0.00
,32-2216-03-789-06-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),27300000.00,35643450.00,0.00,62943450.00,62943450.00,0.00
,32-2216-03-789-06-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),12600000.00,0.00,7470000.00,5130000.00,4429520.00,700480.00
,32-2216-05-789-02-S00N-21-P-V-MAINTENANCE,7980000.00,0.00,0.00,7980000.00,0.00,7980000.00
,32-2216-06-789-01-S00N-21-P-V-MAINTENANCE,2730000.00,0.00,0.00,2730000.00,2730000.00,0.00
,32-2217-04-789-10-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),5700000.00,0.00,0.00,5700000.00,5700000.00,0.00
,32-2217-04-789-10-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),600000.00,0.00,0.00,600000.00,600000.00,0.00
,32-2217-80-789-01-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),68000000.00,0.00,0.00,68000000.00,68000000.00,0.00
,32-2217-80-789-01-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),7500000.00,0.00,0.00,7500000.00,7500000.00,0.00
,32-2217-80-789-02-C50N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,126000000.00,0.00,0.00,126000000.00,126000000.00,0.00
,32-2217-80-789-02-S50N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,126000000.00,0.00,0.00,126000000.00,126000000.00,0.00
,32-2217-80-789-03-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),6000000.00,0.00,0.00,6000000.00,6000000.00,0.00
,32-2217-80-789-03-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),700000.00,0.00,0.00,700000.00,700000.00,0.00
,32-2217-80-789-04-C90N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,79200000.00,63000000.00,0.00,142200000.00,142200000.00,0.00
,32-2217-80-789-04-S10N-44-P-V-GRANTS-IN-AID FOR CAPITAL ASSETS,8800000.00,400000.00,0.00,9200000.00,9171800.00,28200.00
,32-2217-80-789-05-S00N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,10000000.00,0.00,2000000.00,8000000.00,8000000.00,0.00
,32-2217-80-789-06-S00N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,25100000.00,0.00,0.00,25100000.00,25100000.00,0.00
,32-2217-80-789-07-S00N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,2500000.00,0.00,0.00,2500000.00,2500000.00,0.00
,32-2217-80-789-09-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,32-2217-80-789-10-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),5000000.00,0.00,5000000.00,0.00,0.00,0.00
,32-2217-80-789-11-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),500000.00,0.00,500000.00,0.00,125114.00,-125114.00
,32-2217-80-789-12-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),10000000.00,0.00,0.00,10000000.00,10000000.00,0.00
,32-2217-80-789-13-S00N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,2500000.00,0.00,0.00,2500000.00,2500000.00,0.00
,32-2220-60-789-01-S00N-09-P-V-ADVERTISING & PUBLICITY,200000.00,0.00,0.00,200000.00,199064.00,936.00
,32-2220-60-789-01-S00N-12-P-V-PROFESSIONAL & SPECIAL SERVICE,2800000.00,0.00,0.00,2800000.00,2800000.00,0.00
,32-2225-01-789-01-A00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),20000000.00,0.00,10000000.00,10000000.00,10000000.00,0.00
,32-2225-01-789-02-S00N-01-P-V-SALARIES,13424000.00,0.00,0.00,13424000.00,12005903.00,1418097.00
,32-2225-01-789-02-S00N-03-P-V-TRAVEL EXPENSES,1300000.00,0.00,900000.00,400000.00,284236.00,115764.00
,32-2225-01-789-02-S00N-05-P-V-OFFICE EXPENSES,3150000.00,0.00,0.00,3150000.00,3150000.00,0.00
,32-2225-01-789-02-S00N-06-P-V-MEDICAL REIMBURSEMENT,2100000.00,0.00,1757000.00,343000.00,142302.00,200698.00
,"32-2225-01-789-02-S00N-07-P-V-RENT, RATES & TAXES",700000.00,201000.00,0.00,901000.00,890076.00,10924.00
,32-2225-01-789-02-S00N-09-P-V-ADVERTISING & PUBLICITY,3000000.00,0.00,2940000.00,60000.00,50000.00,10000.00
,32-2225-01-789-02-S00N-10-P-V-HOSPITALITY & ENT.EXPENSES,1800000.00,0.00,951000.00,849000.00,692137.00,156863.00
,32-2225-01-789-02-S00N-15-P-V-TRAINING,500000.00,0.00,411000.00,89000.00,85460.00,3540.00
,32-2225-01-789-02-S00N-20-P-V-OTHER CHARGES,54500000.00,0.00,52000000.00,2500000.00,2147638.00,352362.00
,32-2225-01-789-02-S00N-21-P-V-MAINTENANCE,5775000.00,0.00,0.00,5775000.00,5317497.00,457503.00
